statement_id,significance
16287,Pathogenic
16288,Pathogenic
16289,Pathogenic
16290,Benign
16291,Pathogenic/Likely pathogenic
16292,Pathogenic/Likely pathogenic
16293,Pathogenic/Likely pathogenic
16294,Pathogenic
16295,Pathogenic
16296,Pathogenic
16297,Pathogenic
16298,Pathogenic
16299,Conflicting interpretations of pathogenicity
16300,Pathogenic/Likely pathogenic
16301,Conflicting interpretations of pathogenicity
16302,Conflicting interpretations of pathogenicity
16303,Conflicting interpretations of pathogenicity
16304,Pathogenic
16305,Pathogenic
16306,Pathogenic
16307,Pathogenic/Likely pathogenic
16308,Pathogenic/Likely pathogenic
16309,Pathogenic/Likely pathogenic
16310,Pathogenic/Likely pathogenic
16311,Pathogenic/Likely pathogenic
16312,Pathogenic/Likely pathogenic
16313,Pathogenic/Likely pathogenic
16314,Pathogenic
16315,Pathogenic
16316,Pathogenic
16317,Pathogenic
16318,Pathogenic
16319,Pathogenic/Likely pathogenic
16320,Pathogenic/Likely pathogenic
16321,Pathogenic/Likely pathogenic
16322,Pathogenic/Likely pathogenic
16323,Pathogenic/Likely pathogenic
16324,Pathogenic/Likely pathogenic
16325,Pathogenic/Likely pathogenic
16326,Pathogenic/Likely pathogenic
16327,Pathogenic/Likely pathogenic
16328,Pathogenic/Likely pathogenic
16329,Pathogenic/Likely pathogenic
16330,Pathogenic/Likely pathogenic
16331,Pathogenic/Likely pathogenic
16332,Conflicting interpretations of pathogenicity
16333,Conflicting interpretations of pathogenicity
16334,Pathogenic/Likely pathogenic
16335,Pathogenic/Likely pathogenic
16336,Pathogenic/Likely pathogenic
16337,Pathogenic/Likely pathogenic
16338,Pathogenic/Likely pathogenic
16339,Pathogenic/Likely pathogenic
16340,Pathogenic/Likely pathogenic
16341,Pathogenic/Likely pathogenic
16342,Pathogenic/Likely pathogenic
16343,Pathogenic
16344,Pathogenic
16345,Conflicting interpretations of pathogenicity
16346,Conflicting interpretations of pathogenicity
16347,Conflicting interpretations of pathogenicity
16348,Conflicting interpretations of pathogenicity
16349,Pathogenic/Likely pathogenic
16350,Pathogenic/Likely pathogenic
16351,Pathogenic/Likely pathogenic
16352,Pathogenic/Likely pathogenic
16353,Pathogenic/Likely pathogenic
16354,Pathogenic
16355,Pathogenic
16356,Pathogenic
16357,Benign
16358,Likely pathogenic
16359,Likely pathogenic
16360,Likely pathogenic
16361,Uncertain significance
16362,Conflicting interpretations of pathogenicity
16363,Conflicting interpretations of pathogenicity
16364,Conflicting interpretations of pathogenicity
16365,Benign/Likely benign
16366,Benign/Likely benign
16367,Benign/Likely benign
16368,Uncertain significance
16369,Pathogenic
16370,Pathogenic
16371,Conflicting interpretations of pathogenicity
16372,Conflicting interpretations of pathogenicity
16373,Conflicting interpretations of pathogenicity
16374,Conflicting interpretations of pathogenicity
16375,Conflicting interpretations of pathogenicity
16376,Pathogenic
16377,risk factor
16378,Pathogenic
16379,Pathogenic
16380,Pathogenic
16381,Pathogenic
16382,Pathogenic
16383,Conflicting interpretations of pathogenicity
16384,Pathogenic
16385,Pathogenic
16386,Pathogenic
16387,Pathogenic
16388,Pathogenic
16389,Pathogenic
16390,Pathogenic
16391,Pathogenic
16392,Pathogenic
16393,Conflicting interpretations of pathogenicity
16394,Conflicting interpretations of pathogenicity
16395,Likely pathogenic
16396,Likely pathogenic
16397,Conflicting interpretations of pathogenicity; risk factor
16398,Conflicting interpretations of pathogenicity; risk factor
16399,Conflicting interpretations of pathogenicity; risk factor
16400,Pathogenic
16401,Benign/Likely benign
16402,Benign/Likely benign
16403,Benign/Likely benign
16404,Pathogenic
16405,Benign
16406,Benign
16407,Pathogenic
16408,Benign
16409,Benign
16410,Benign
16411,Benign
16412,Likely benign
16413,Likely benign
16414,Pathogenic
16415,Benign
16416,Benign
16417,Benign
16418,Benign
16419,Benign
16420,Benign
16421,Pathogenic
16422,Pathogenic
16423,Pathogenic
16424,Pathogenic
16425,Pathogenic
16426,Pathogenic
16427,Pathogenic
16428,Pathogenic
16429,Pathogenic
16430,Pathogenic
16431,Pathogenic
16432,Pathogenic
16433,Pathogenic
16434,Pathogenic
16435,Benign
16436,Benign
16437,Benign
16438,Pathogenic
16439,Pathogenic
16440,Likely pathogenic
16441,Likely pathogenic
16442,Conflicting interpretations of pathogenicity; association; risk factor
16443,Conflicting interpretations of pathogenicity; association; risk factor
16444,Conflicting interpretations of pathogenicity; association; risk factor
16445,Conflicting interpretations of pathogenicity; association; risk factor
16446,Pathogenic
16447,Pathogenic
16448,Pathogenic
16449,Pathogenic
16450,Conflicting interpretations of pathogenicity
16451,Conflicting interpretations of pathogenicity
16452,Pathogenic
16453,Pathogenic
16454,Pathogenic
16455,Uncertain significance
16456,Uncertain significance
16457,Pathogenic
16458,Pathogenic
16459,Pathogenic
16460,Likely benign
16461,Likely benign
16462,Pathogenic
16463,Pathogenic
16464,Pathogenic
16465,Pathogenic
16466,Pathogenic
16467,Pathogenic
16468,Pathogenic
16469,Conflicting interpretations of pathogenicity
16470,Conflicting interpretations of pathogenicity
16471,Benign/Likely benign
16472,Benign/Likely benign
16473,Benign/Likely benign
16474,Conflicting interpretations of pathogenicity
16475,Pathogenic
16476,Pathogenic
16477,Pathogenic
16478,Pathogenic
16479,Pathogenic/Likely pathogenic
16480,Pathogenic/Likely pathogenic
16481,Pathogenic/Likely pathogenic
16482,Pathogenic/Likely pathogenic
16483,Pathogenic/Likely pathogenic
16484,Conflicting interpretations of pathogenicity
16485,Conflicting interpretations of pathogenicity
16486,Pathogenic
16487,Conflicting interpretations of pathogenicity
16488,Conflicting interpretations of pathogenicity
16489,Conflicting interpretations of pathogenicity
16490,Conflicting interpretations of pathogenicity
16491,Pathogenic
16492,Pathogenic
16493,Pathogenic
16494,Pathogenic
16495,Pathogenic
16496,Pathogenic
16497,Pathogenic
16498,Pathogenic
16499,Pathogenic
16500,Conflicting interpretations of pathogenicity
16501,Conflicting interpretations of pathogenicity
16502,Conflicting interpretations of pathogenicity
16503,Conflicting interpretations of pathogenicity
16504,Conflicting interpretations of pathogenicity
16505,Conflicting interpretations of pathogenicity
16506,Pathogenic
16507,Pathogenic
16508,Pathogenic
16509,Pathogenic
16510,Pathogenic
16511,Pathogenic
16512,Pathogenic
16513,Pathogenic
16514,Pathogenic
16515,Pathogenic
16516,Uncertain significance
16517,Uncertain significance
16518,Uncertain significance
16519,Pathogenic
16520,Pathogenic
16521,Pathogenic
16522,Pathogenic
16523,Pathogenic
16524,Pathogenic
16525,Pathogenic
16526,Uncertain significance
16527,Uncertain significance
16528,Pathogenic
16529,Conflicting interpretations of pathogenicity
16530,Conflicting interpretations of pathogenicity
16531,Conflicting interpretations of pathogenicity
16532,Conflicting interpretations of pathogenicity
16533,Conflicting interpretations of pathogenicity
16534,Conflicting interpretations of pathogenicity
16535,Conflicting interpretations of pathogenicity
16536,Conflicting interpretations of pathogenicity
16537,Conflicting interpretations of pathogenicity
16538,Uncertain significance
16539,Uncertain significance
16540,Pathogenic/Likely pathogenic
16541,Pathogenic/Likely pathogenic
16542,Pathogenic
16543,Pathogenic/Likely pathogenic
16544,Pathogenic/Likely pathogenic
16545,Pathogenic/Likely pathogenic
16546,Pathogenic/Likely pathogenic
16547,Pathogenic/Likely pathogenic
16548,Pathogenic
16549,Pathogenic/Likely pathogenic
16550,Pathogenic/Likely pathogenic
16551,Pathogenic
16552,Pathogenic
16553,Pathogenic
16554,Pathogenic
16555,Pathogenic
16556,Pathogenic
16557,Pathogenic/Likely pathogenic
16558,Pathogenic/Likely pathogenic
16559,Pathogenic/Likely pathogenic
16560,Pathogenic/Likely pathogenic
16561,Pathogenic/Likely pathogenic
16562,Pathogenic
16563,Pathogenic
16564,Pathogenic
16565,Pathogenic
16566,Pathogenic
16567,Pathogenic
16568,Pathogenic
16569,Pathogenic
16570,Likely pathogenic
16571,Pathogenic
16572,Pathogenic
16573,Benign
16574,Benign
16575,Pathogenic
16576,Pathogenic/Likely pathogenic
16577,Pathogenic/Likely pathogenic
16578,Pathogenic/Likely pathogenic
16579,Pathogenic/Likely pathogenic
16580,Pathogenic/Likely pathogenic
16581,Pathogenic
16582,Pathogenic
16583,Pathogenic
16584,Pathogenic
16585,Pathogenic/Likely pathogenic
16586,Pathogenic/Likely pathogenic
16587,Pathogenic/Likely pathogenic
16588,Pathogenic/Likely pathogenic
16589,Pathogenic/Likely pathogenic
16590,Uncertain significance
16591,Uncertain significance
16592,Uncertain significance
16593,Uncertain significance
16594,Uncertain significance
16595,Uncertain significance
16596,Pathogenic
16597,Pathogenic
16598,Pathogenic
16599,Pathogenic
16600,Pathogenic
16601,Pathogenic/Likely pathogenic
16602,Pathogenic/Likely pathogenic
16603,Pathogenic
16604,Pathogenic
16605,Pathogenic
16606,Pathogenic
16607,Pathogenic
16608,Pathogenic
16609,Pathogenic
16610,Pathogenic
16611,Pathogenic/Likely pathogenic
16612,Pathogenic/Likely pathogenic
16613,Pathogenic/Likely pathogenic
16614,Pathogenic/Likely pathogenic
16615,Pathogenic/Likely pathogenic
16616,Pathogenic/Likely pathogenic
16617,Pathogenic/Likely pathogenic
16618,Pathogenic/Likely pathogenic
16619,Pathogenic/Likely pathogenic
16620,Pathogenic/Likely pathogenic
16621,Pathogenic/Likely pathogenic
16622,Pathogenic/Likely pathogenic
16623,Pathogenic/Likely pathogenic
16624,Pathogenic
16625,Pathogenic
16626,Pathogenic
16627,Pathogenic
16628,Pathogenic
16629,Pathogenic
16630,Pathogenic
16631,Pathogenic
16632,Pathogenic
16633,Pathogenic
16634,Pathogenic
16635,Pathogenic
16636,Pathogenic
16637,Pathogenic
16638,Pathogenic
16639,Pathogenic
16640,Pathogenic
16641,Pathogenic
16642,Pathogenic
16643,Pathogenic
16644,Pathogenic
16645,Pathogenic
16646,Pathogenic
16647,Pathogenic/Likely pathogenic
16648,Pathogenic/Likely pathogenic
16649,Pathogenic/Likely pathogenic
16650,Pathogenic/Likely pathogenic
16651,Pathogenic/Likely pathogenic
16652,Pathogenic/Likely pathogenic
16653,Pathogenic/Likely pathogenic
16654,Pathogenic/Likely pathogenic
16655,Pathogenic/Likely pathogenic
16656,Pathogenic/Likely pathogenic
16657,Pathogenic/Likely pathogenic
16658,Pathogenic/Likely pathogenic
16659,Pathogenic/Likely pathogenic
16660,Pathogenic/Likely pathogenic
16661,Pathogenic
16662,Pathogenic
16663,Pathogenic
16664,Pathogenic
16665,Pathogenic
16666,Pathogenic
16667,Pathogenic
16668,Pathogenic
16669,Pathogenic
16670,Pathogenic
16671,no interpretation for the single variant
16672,risk factor
16673,Pathogenic
16674,Pathogenic
16675,Pathogenic
16676,Pathogenic
16677,Pathogenic
16678,Pathogenic
16679,Pathogenic
16680,Pathogenic
16681,Pathogenic
16682,Pathogenic
16683,Pathogenic
16684,Pathogenic
16685,Pathogenic
16686,Pathogenic
16687,Pathogenic
16688,Pathogenic
16689,Pathogenic
16690,Pathogenic
16691,Pathogenic
16692,Pathogenic
16693,Pathogenic
16694,Pathogenic
16695,Pathogenic
16696,Pathogenic
16697,risk factor
16698,Pathogenic
16699,Pathogenic
16700,Pathogenic
16701,Pathogenic
16702,Pathogenic
16703,Pathogenic
16704,Pathogenic
16705,Pathogenic
16706,Pathogenic
16707,Pathogenic
16708,Pathogenic
16709,Pathogenic
16710,Pathogenic
16711,Pathogenic
16712,Pathogenic
16713,Pathogenic
16714,Pathogenic
16715,Pathogenic
16716,Pathogenic
16717,Pathogenic
16718,Pathogenic
16719,Pathogenic
16720,Pathogenic
16721,Pathogenic
16722,Pathogenic
16723,Pathogenic
16724,Pathogenic
16725,Pathogenic
16726,Pathogenic
16727,Pathogenic
16728,Pathogenic
16729,Pathogenic
16730,Pathogenic
16731,Pathogenic
16732,Pathogenic
16733,Pathogenic/Likely pathogenic
16734,Pathogenic/Likely pathogenic
16735,Pathogenic/Likely pathogenic
16736,Pathogenic/Likely pathogenic
16737,Pathogenic/Likely pathogenic
16738,Pathogenic/Likely pathogenic
16739,Pathogenic/Likely pathogenic
16740,Pathogenic/Likely pathogenic
16741,Pathogenic/Likely pathogenic
16742,Pathogenic/Likely pathogenic
16743,Pathogenic/Likely pathogenic
16744,Pathogenic/Likely pathogenic
16745,Pathogenic/Likely pathogenic
16746,Pathogenic/Likely pathogenic
16747,risk factor
16748,risk factor
16749,Likely pathogenic; risk factor
16750,Likely pathogenic; risk factor
16751,risk factor
16752,Pathogenic
16753,Pathogenic
16754,Likely pathogenic
16755,Likely pathogenic
16756,risk factor
16757,Pathogenic
16758,Pathogenic
16759,Pathogenic
16760,Pathogenic
16761,Pathogenic
16762,Pathogenic
16763,Pathogenic
16764,Pathogenic
16765,Pathogenic
16766,Pathogenic
16767,Pathogenic
16768,Pathogenic
16769,Pathogenic/Likely pathogenic
16770,Pathogenic/Likely pathogenic
16771,Pathogenic/Likely pathogenic
16772,Pathogenic/Likely pathogenic
16773,Pathogenic/Likely pathogenic
16774,Pathogenic/Likely pathogenic
16775,Pathogenic/Likely pathogenic
16776,Pathogenic/Likely pathogenic
16777,Pathogenic/Likely pathogenic
16778,Pathogenic/Likely pathogenic
16779,Uncertain significance
16780,Uncertain significance
16781,Uncertain significance
16782,Uncertain significance
16783,Uncertain significance
16784,Pathogenic
16785,Pathogenic
16786,Pathogenic
16787,Pathogenic
16788,Pathogenic
16789,Pathogenic
16790,Pathogenic
16791,Pathogenic
16792,Pathogenic
16793,Pathogenic
16794,Pathogenic
16795,Pathogenic
16796,Pathogenic
16797,Pathogenic/Likely pathogenic
16798,Pathogenic/Likely pathogenic
16799,Pathogenic/Likely pathogenic
16800,Conflicting interpretations of pathogenicity
16801,Conflicting interpretations of pathogenicity
16802,Conflicting interpretations of pathogenicity
16803,Conflicting interpretations of pathogenicity
16804,Conflicting interpretations of pathogenicity
16805,Conflicting interpretations of pathogenicity
16806,Conflicting interpretations of pathogenicity
16807,Conflicting interpretations of pathogenicity
16808,Conflicting interpretations of pathogenicity
16809,Conflicting interpretations of pathogenicity
16810,Conflicting interpretations of pathogenicity
16811,Conflicting interpretations of pathogenicity
16812,Conflicting interpretations of pathogenicity
16813,Conflicting interpretations of pathogenicity
16814,risk factor
16815,Conflicting interpretations of pathogenicity
16816,Conflicting interpretations of pathogenicity
16817,Conflicting interpretations of pathogenicity
16818,Conflicting interpretations of pathogenicity
16819,Conflicting interpretations of pathogenicity
16820,Conflicting interpretations of pathogenicity
16821,Conflicting interpretations of pathogenicity
16822,Conflicting interpretations of pathogenicity
16823,Conflicting interpretations of pathogenicity
16824,Conflicting interpretations of pathogenicity
16825,Conflicting interpretations of pathogenicity
16826,Conflicting interpretations of pathogenicity
16827,Conflicting interpretations of pathogenicity
16828,Conflicting interpretations of pathogenicity
16829,Conflicting interpretations of pathogenicity
16830,Conflicting interpretations of pathogenicity
16831,Pathogenic
16832,Pathogenic
16833,Pathogenic
16834,Pathogenic
16835,Pathogenic
16836,Pathogenic
16837,Pathogenic
16838,Pathogenic
16839,Pathogenic/Likely pathogenic
16840,Pathogenic/Likely pathogenic
16841,Pathogenic/Likely pathogenic
16842,Pathogenic/Likely pathogenic
16843,Pathogenic/Likely pathogenic
16844,Pathogenic/Likely pathogenic
16845,Pathogenic
16846,Pathogenic
16847,Pathogenic
16848,Pathogenic
16849,Pathogenic
16850,Benign/Likely benign
16851,Benign/Likely benign
16852,Benign/Likely benign
16853,Benign/Likely benign
16854,Benign/Likely benign
16855,Benign/Likely benign
16856,Benign/Likely benign
16857,Benign/Likely benign
16858,Uncertain significance
16859,Uncertain significance
16860,Uncertain significance
16861,Uncertain significance
16862,Uncertain significance
16863,Uncertain significance
16864,Conflicting interpretations of pathogenicity
16865,Conflicting interpretations of pathogenicity
16866,Conflicting interpretations of pathogenicity
16867,Pathogenic
16868,Pathogenic
16869,Pathogenic
16870,Pathogenic
16871,Pathogenic
16872,Pathogenic
16873,Pathogenic
16874,Pathogenic
16875,Pathogenic
16876,Pathogenic
16877,Pathogenic
16878,Pathogenic
16879,Conflicting interpretations of pathogenicity
16880,Conflicting interpretations of pathogenicity
16881,Conflicting interpretations of pathogenicity
16882,Conflicting interpretations of pathogenicity
16883,Conflicting interpretations of pathogenicity
16884,Conflicting interpretations of pathogenicity
16885,Uncertain significance
16886,Pathogenic
16887,Pathogenic
16888,Pathogenic
16889,Pathogenic
16890,Pathogenic
16891,Pathogenic
16892,Pathogenic
16893,Pathogenic
16894,Pathogenic
16895,Pathogenic
16896,Pathogenic
16897,Pathogenic
16898,Pathogenic
16899,Pathogenic
16900,Pathogenic
16901,Pathogenic
16902,Pathogenic
16903,Pathogenic
16904,Pathogenic
16905,Pathogenic
16906,Pathogenic
16907,Pathogenic
16908,Conflicting interpretations of pathogenicity
16909,Conflicting interpretations of pathogenicity
16910,Pathogenic
16911,Pathogenic
16912,Pathogenic
16913,Pathogenic
16914,Pathogenic
16915,Pathogenic
16916,Pathogenic
16917,Pathogenic; drug response; other
16918,Pathogenic; drug response; other
16919,Pathogenic; drug response; other
16920,Pathogenic; drug response; other
16921,Pathogenic; drug response; other
16922,Pathogenic; drug response; other
16923,Pathogenic; drug response; other
16924,Pathogenic; drug response; other
16925,Pathogenic; drug response; other
